model,rmse,rmse_std,n_estimators,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,rank_test_score,timestamp,depth,l2_leaf_reg,bagging_temperature,random_strength,iterations
CatBoost,1171.585022262066,27.355353678824958,,0.07836289783947294,,,,,,,,58.0,2025-08-17T15:20:08,8.0,3.044775885427466,0.7718819805982451,0.024406144636089033,1626.0
CatBoost,1171.736016194816,36.09062999164807,,0.13106822154881315,,,,,,,,59.0,2025-08-17T15:20:08,4.0,3.2541968570206605,0.11323804584075525,1.9696823979246691,2645.0
LightGBM,1172.5745471542746,26.76134529280132,1125.0,0.0960081025180071,105.0,134.0,0.8149053666856281,0.7840476635934288,2.0,0.3202403911282251,0.8372010884363181,21.0,2025-08-17T14:36:01,,,,,
CatBoost,1172.796917273343,32.642820177506316,,0.10560195030614629,,,,,,,,60.0,2025-08-17T15:20:08,6.0,5.476034188435997,0.5116774421156661,1.0642269705306313,2297.0
CatBoost,1174.6862737145857,28.140465022514313,,0.11254960022236855,,,,,,,,61.0,2025-08-17T15:20:08,5.0,2.87217684860211,0.06892153936721879,0.1546421309775745,2485.0
CatBoost,1176.832234637965,32.60205515397392,,0.06551668380626587,,,,,,,,62.0,2025-08-17T15:20:08,8.0,4.721248259216444,0.2055798083756375,1.5755797774289848,2689.0
LightGBM,1176.9016935223256,29.09043443830834,1337.0,0.12052521270887935,41.0,197.0,0.9698774473114251,0.9509357413523924,2.0,0.18284001743783973,0.20994591251512343,22.0,2025-08-17T14:36:01,,,,,
CatBoost,1177.5851539212535,29.110611332338653,,0.06597662338993969,,,,,,,,63.0,2025-08-17T15:20:08,8.0,3.5945885264141877,0.046965966775055046,0.3325667375121588,2386.0
CatBoost,1177.9763582303983,30.57214247557429,,0.049514927406140975,,,,,,,,64.0,2025-08-17T15:20:08,9.0,1.8034068662977782,0.18656702405130576,0.5701903373876942,2630.0
CatBoost,1178.121545620191,34.198570115400884,,0.13092754344518365,,,,,,,,65.0,2025-08-17T15:20:08,6.0,5.855291225826839,0.9442664891134339,0.9484284333149275,1989.0
CatBoost,1178.4763767947177,28.39402724586959,,0.1353284380963346,,,,,,,,66.0,2025-08-17T15:20:08,4.0,1.7433136387655648,0.41462412372702373,0.17069933615728772,2724.0
LightGBM,1180.0557698953817,27.461830604797715,2417.0,0.07081651307697423,54.0,196.0,0.892659102119856,0.6510758917689862,0.0,0.6211303685935975,0.4089642483036214,23.0,2025-08-17T14:36:01,,,,,
CatBoost,1180.2209371745575,33.2702952126755,,0.06912939826294885,,,,,,,,67.0,2025-08-17T15:20:08,8.0,3.7602359042599014,0.4361265291353167,0.5889315190838353,2523.0
LightGBM,1181.6714859763356,28.35543163561482,1770.0,0.0866518046723153,83.0,184.0,0.9028324808169823,0.7511402197103145,0.0,0.36043530824807485,0.15499129818179397,24.0,2025-08-17T14:36:01,,,,,
CatBoost,1182.044848097983,29.979004821909502,,0.08996498731636306,,,,,,,,68.0,2025-08-17T15:20:08,6.0,3.1071227529624896,0.8926717110769748,1.6348871234768818,2939.0
LightGBM,1182.1105155261753,29.927758802782332,2727.0,0.02174535988014583,68.0,69.0,0.8359670747418533,0.756897618039893,2.0,0.07280167284106423,0.8716764391802739,25.0,2025-08-17T14:36:01,,,,,
LightGBM,1183.530290984851,30.73947441308502,1671.0,0.08672060463711015,77.0,168.0,0.6173603133192691,0.9698573320894384,0.0,0.20239213439139292,0.834493347727977,26.0,2025-08-17T14:36:01,,,,,
LightGBM,1186.6324112167235,28.587929285024156,2248.0,0.05265586992615624,57.0,140.0,0.9272059063689972,0.9442922333025374,2.0,0.1317246825143534,0.6409073032505304,27.0,2025-08-17T14:36:01,,,,,
LightGBM,1187.1129788641701,31.076735156026572,1061.0,0.07958734288196932,119.0,105.0,0.7190540698037243,0.6399939548647453,0.0,0.724305581135411,0.10954401214336026,28.0,2025-08-17T14:36:01,,,,,
LightGBM,1187.9652781883876,30.877567915704557,1673.0,0.0771452836146817,33.0,142.0,0.7231108959084198,0.9265542940852249,0.0,0.07072657869251726,0.9501814073635595,29.0,2025-08-17T14:36:01,,,,,
LightGBM,1189.077528855927,28.67311513946336,2409.0,0.05870609170863206,63.0,156.0,0.8809936335948436,0.743796460487902,0.0,0.2372081149182388,0.5037370277355318,30.0,2025-08-17T14:36:01,,,,,
LightGBM,1189.6800468552974,27.631366804856096,1008.0,0.05346456231106182,49.0,67.0,0.9386644568953224,0.942529716751237,1.0,0.6239004366860992,0.7704379753851452,31.0,2025-08-17T14:36:01,,,,,
LightGBM,1191.8957638197849,29.831373668837713,1586.0,0.1322761993065137,66.0,185.0,0.8675953018856915,0.8322746485745819,1.0,0.7521067539662227,1.1683966041063807,32.0,2025-08-17T14:36:01,,,,,
CatBoost,1193.019747569454,27.605274996272403,,0.1116326952991713,,,,,,,,69.0,2025-08-17T15:20:08,5.0,1.7005658788322626,0.8684679758979128,0.9748623964990273,2750.0
LightGBM,1195.8288868809243,31.292297661267696,1386.0,0.09000425181165915,92.0,132.0,0.6331565286773416,0.8113480485188836,0.0,0.770578031552489,0.014585369627779609,33.0,2025-08-17T14:36:01,,,,,
LightGBM,1195.834670820631,29.858386845439977,1815.0,0.1095789686141629,38.0,154.0,0.8883759697008518,0.7232243167409557,2.0,0.2941726424475468,0.3182428412180705,34.0,2025-08-17T14:36:01,,,,,
LightGBM,1197.2308185686081,28.177390827815028,1696.0,0.06102556000596819,122.0,88.0,0.637662795307424,0.7245653237565177,1.0,0.562926287504019,0.5690085949047902,35.0,2025-08-17T14:36:01,,,,,
LightGBM,1198.460882313048,30.905550609022292,1443.0,0.059198149015524906,38.0,72.0,0.7086171663278967,0.9861007321563079,2.0,0.0682779719950144,0.06201806540232924,36.0,2025-08-17T14:36:01,,,,,
LightGBM,1199.271587958769,31.7621196368687,1616.0,0.07952449451520874,88.0,133.0,0.8515771387119535,0.9509888054108212,0.0,0.6427847443078789,0.33844148708556776,37.0,2025-08-17T14:36:01,,,,,
CatBoost,1200.002373369348,29.025840077161956,,0.12134592782420844,,,,,,,,70.0,2025-08-17T15:20:08,7.0,2.5955023662162784,0.8289154741506773,0.07401526943098524,2182.0
CatBoost,1200.7165132397554,31.95282891075919,,0.09646778957473842,,,,,,,,71.0,2025-08-17T15:20:08,9.0,5.902884000899941,0.9033638126360249,1.2933298382343268,2594.0
LightGBM,1201.7377301499369,27.32940742143249,1201.0,0.12737928205131785,44.0,114.0,0.9687496940092467,0.6353970008207678,2.0,0.41666740802065894,1.153406429219219,38.0,2025-08-17T14:36:01,,,,,
CatBoost,1201.9224564049314,32.24610052917082,,0.09115554863105858,,,,,,,,72.0,2025-08-17T15:20:08,7.0,1.5110633211259978,0.9187505222607465,1.5801692742481734,2828.0
LightGBM,1202.1013887610486,29.438782957453025,1248.0,0.0816787386991773,118.0,98.0,0.7586171129285081,0.8488346800911494,2.0,0.5581134971947707,0.9557661308086527,39.0,2025-08-17T14:36:01,,,,,
CatBoost,1203.1459500221445,30.772167977931797,,0.119626383748039,,,,,,,,73.0,2025-08-17T15:20:08,9.0,2.9859176480922742,0.6680851365706462,0.40996859083164194,1734.0
CatBoost,1203.2803612205062,32.328738602444865,,0.08974858657071347,,,,,,,,74.0,2025-08-17T15:20:08,9.0,1.7718135763710117,0.4811401018548175,1.0651788651031717,2696.0
LightGBM,1204.1082429135797,31.42054681905464,1623.0,0.08662409739193548,90.0,132.0,0.6967409163601807,0.6372411071223597,0.0,0.7203344457306644,0.7597217487279215,40.0,2025-08-17T14:36:01,,,,,
LightGBM,1204.4031627744632,30.260507781485302,2597.0,0.059021998643209644,74.0,123.0,0.7098887171960256,0.8244973703390804,2.0,0.09567539675064136,0.8558937446675939,41.0,2025-08-17T14:36:01,,,,,
CatBoost,1204.5447428898892,30.50257279785886,,0.12077466313478846,,,,,,,,75.0,2025-08-17T15:20:08,7.0,5.334968800057617,0.4079844953648447,1.1034451905186795,2858.0
LightGBM,1204.935255120856,29.485745626876643,2664.0,0.040795318408501494,31.0,53.0,0.6959149436629612,0.6375493160325166,0.0,0.5281579013741851,0.3359206763351314,42.0,2025-08-17T14:36:01,,,,,
CatBoost,1206.7047852201813,33.63721737575053,,0.13838182985515757,,,,,,,,76.0,2025-08-17T15:20:08,6.0,4.028874096784436,0.23722679173599448,0.20356494524080748,2733.0
LightGBM,1207.003470858694,29.90683739947802,1947.0,0.10070221472924461,83.0,170.0,0.9125184201884811,0.6453858408069791,0.0,0.3955362437620652,0.06907051201997313,43.0,2025-08-17T14:36:01,,,,,
CatBoost,1209.1308938071193,35.56838142637429,,0.12796009343506076,,,,,,,,77.0,2025-08-17T15:20:08,9.0,4.120507720909188,0.539781061914633,0.8774893507766781,1992.0
LightGBM,1209.4026002301523,28.154481345165102,2122.0,0.13763979004592547,93.0,179.0,0.9404546686067428,0.726768802062511,1.0,0.4454410099666801,1.1233857289929372,44.0,2025-08-17T14:36:01,,,,,
LightGBM,1211.9674661538413,30.625255516473388,2952.0,0.07624317917539643,31.0,168.0,0.6225501986603709,0.9458889505020213,0.0,0.42747702002357046,0.8998928993639662,45.0,2025-08-17T14:36:01,,,,,
LightGBM,1211.9966352338129,31.110102597448908,1913.0,0.03929696617009984,112.0,73.0,0.7793696571944989,0.9977829850443283,0.0,0.014460290892416695,0.5926724582201215,46.0,2025-08-17T14:36:01,,,,,
LightGBM,1215.6940404627544,31.636923348865874,1830.0,0.07202248850968905,88.0,109.0,0.610140297366183,0.98505936587117,2.0,0.3426515799520862,0.8261998809184397,47.0,2025-08-17T14:36:01,,,,,
CatBoost,1217.4472863526173,31.25087110257176,,0.12942228906115577,,,,,,,,78.0,2025-08-17T15:20:08,7.0,1.6955809707153093,0.1007946030158865,0.5120310637073244,2639.0
CatBoost,1219.128738200426,31.6868997334958,,0.13498049516047164,,,,,,,,79.0,2025-08-17T15:20:08,9.0,4.791962069728408,0.6389493853342618,1.5180716910776997,2508.0
LightGBM,1219.1878573404006,30.966156943862682,1441.0,0.13549367539305335,69.0,149.0,0.8849082359697769,0.6592347719813599,0.0,0.213424811420228,1.1719379469991835,48.0,2025-08-17T14:36:01,,,,,
LightGBM,1219.8323849342125,30.290921973874532,1454.0,0.13481610621517476,125.0,147.0,0.793008379857057,0.797210263108722,0.0,0.07336331780678487,0.7229291110813427,49.0,2025-08-17T14:36:01,,,,,
LightGBM,1222.231343327016,30.770595769335923,1157.0,0.13447142924031047,36.0,118.0,0.8990875095589655,0.9812287388095813,0.0,0.34254731865385146,1.1599857828524034,50.0,2025-08-17T14:36:01,,,,,
LightGBM,1225.1375034703215,32.77017261068618,2748.0,0.06664127476273785,112.0,130.0,0.9314950036607718,0.7427013306774357,0.0,0.11273937997981012,0.9626363769048476,51.0,2025-08-17T14:36:01,,,,,
LightGBM,1226.009504256984,28.181114854247337,2411.0,0.05740532913072931,36.0,73.0,0.8186841117373118,0.6739417822102108,2.0,0.6738278196759988,0.5397049600437188,52.0,2025-08-17T14:36:01,,,,,
LightGBM,1226.623086415493,29.296369460355855,2213.0,0.08742400305725283,42.0,132.0,0.8719379119600983,0.8959635041789498,2.0,0.08249909506874609,1.08306348801548,53.0,2025-08-17T14:36:01,,,,,
CatBoost,1226.6749626614114,30.299148931885423,,0.13612392658485037,,,,,,,,80.0,2025-08-17T15:20:08,7.0,1.0262690927919245,0.10309374601374488,0.6291931136188218,2978.0
LightGBM,1228.5049331731625,31.48631273603995,2630.0,0.0652710899873571,65.0,100.0,0.8622890541522968,0.754158648386226,1.0,0.018617548588660694,0.9773621791067229,54.0,2025-08-17T14:36:01,,,,,
LightGBM,1229.3006554825997,30.137896701773183,1345.0,0.12730607154751108,79.0,97.0,0.7320398053240622,0.7286331058720116,1.0,0.6395283191272342,0.7534804673890892,55.0,2025-08-17T14:36:01,,,,,
LightGBM,1236.7599869897217,31.108587679363865,2499.0,0.1368506622609751,45.0,194.0,0.8473544037332349,0.7529847965068651,0.0,0.03716033017599818,0.729053822281726,56.0,2025-08-17T14:36:01,,,,,
LightGBM,1243.9946682004747,32.84240026647085,2504.0,0.043429158535765344,91.0,67.0,0.7123089449763423,0.6097263865725815,0.0,0.034883017403547004,1.1934606129568093,57.0,2025-08-17T14:36:01,,,,,
LightGBM,1248.123523090907,29.82813857580192,2126.0,0.11558515842322795,45.0,126.0,0.9118764001091078,0.8387400631785948,1.0,0.12479561626896213,0.06970033460183934,58.0,2025-08-17T14:36:01,,,,,
LightGBM,1248.220070679296,33.02173003505382,1956.0,0.08547401471791219,42.0,86.0,0.9281707375085072,0.8605939087431151,2.0,0.15663290783143716,0.08323356105019854,59.0,2025-08-17T14:36:01,,,,,
