model,rmse,rmse_std,n_estimators,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,lambda_l1,lambda_l2,rank_test_score,timestamp,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,depth,l2_leaf_reg,bagging_temperature,random_strength,iterations
CatBoost,1183.365918922189,29.963900592120563,,0.07839171946925037,,,,,,,,81.0,2025-08-16T12:50:27,,,,,,,,9.0,3.996844828314669,0.602145644052481,0.04586562253608406,1914.0
LightGBM,1183.530290984851,30.73947441308502,1671.0,0.08672060463711015,77.0,168.0,0.6173603133192691,0.9698573320894384,0.0,0.20239213439139292,0.834493347727977,30.0,2025-08-15T19:31:27,,,,,,,,,,,,
XGBoost,1184.8196712278755,27.50987891205367,,0.08443693074720963,,,,,,,,7.0,2025-08-16T07:57:59,3.0,5.4746072061392,0.9440507265671695,0.7829728391094829,0.31293581286430383,0.32755124982757794,0.4766768283303684,,,,,
CatBoost,1184.9749598136707,31.649094311731833,,0.07832186035730479,,,,,,,,82.0,2025-08-16T12:50:27,,,,,,,,9.0,5.601485906097039,0.5207681418342127,1.232999453790167,2249.0
CatBoost,1185.524031476588,30.842037117908006,,0.1251326231117651,,,,,,,,83.0,2025-08-16T12:50:27,,,,,,,,9.0,2.3887631187463056,0.8514486375512653,0.0006650122409788128,1042.0
LightGBM,1186.5077170752927,28.701049684389606,2605.0,0.049514927406140975,34.0,113.0,0.6746268096205222,0.7140380674775388,2.0,0.044522791485580276,1.0107768423578178,31.0,2025-08-15T19:31:27,,,,,,,,,,,,
LightGBM,1186.6324112167235,28.587929285024156,2248.0,0.05265586992615624,57.0,140.0,0.9272059063689972,0.9442922333025374,2.0,0.1317246825143534,0.6409073032505304,32.0,2025-08-15T19:31:27,,,,,,,,,,,,
LightGBM,1187.1129788641701,31.076735156026572,1061.0,0.07958734288196932,119.0,105.0,0.7190540698037243,0.6399939548647453,0.0,0.724305581135411,0.10954401214336026,33.0,2025-08-15T19:31:27,,,,,,,,,,,,
LightGBM,1187.9652781883876,30.877567915704557,1673.0,0.0771452836146817,33.0,142.0,0.7231108959084198,0.9265542940852249,0.0,0.07072657869251726,0.9501814073635595,34.0,2025-08-15T19:31:27,,,,,,,,,,,,
CatBoost,1188.6441367086732,31.82720615200338,,0.12877249440132932,,,,,,,,84.0,2025-08-16T12:50:27,,,,,,,,5.0,1.6962268555879758,0.5324206822752171,0.8221912052014131,2542.0
LightGBM,1189.077528855927,28.67311513946336,2409.0,0.05870609170863206,63.0,156.0,0.8809936335948436,0.743796460487902,0.0,0.2372081149182388,0.5037370277355318,35.0,2025-08-15T19:31:27,,,,,,,,,,,,
LightGBM,1189.6800468552974,27.631366804856096,1008.0,0.05346456231106182,49.0,67.0,0.9386644568953224,0.942529716751237,1.0,0.6239004366860992,0.7704379753851452,36.0,2025-08-15T19:31:27,,,,,,,,,,,,
XGBoost,1191.2925497723566,29.469494157961407,,0.04311188333427565,,,,,,,,8.0,2025-08-16T07:57:59,4.0,3.1088132986525627,0.9181367351836389,0.8980258192480881,0.04390609171717994,0.5461724220433873,0.5224345760711689,,,,,
